"user_id","itemid","similar_item"
"10095000","24869","15192"
"10095000","25372","14248"
"10095000","26114","12865"
"10095000","26516","16768"
"10095000","26699","13757"
"10095000","27060","16854"
"10095000","27117","10258"
"10095000","2836","26699"
"10095000","28463","11951"
"10095000","28653","1000"
"10095000","29099","10082"
"10095000","3228","11679"
"10095000","3627","10193"
"10095000","3740","10635"
"10095000","4571","19416"
"10095000","4953","21160"
"10095000","7868","9899"
"10095000","7963","10082"
"10095000","8278","13494"
"10095000","9657","1390"
"10112000","9817","15405"
"10119250","14261","17061"
"10119250","1831","11448"
"10119250","19974","19328"
"10185000","10151","11665"
"10185000","11029","15935"
"10185000","11196","13942"
"10185000","21672","1630"
"10185000","2739","27638"
"10185000","27912","17823"
"10185000","6051","24616"
"10185000","6104","1041"
"10185000","7868","9899"
"10185000","8689","4949"
"10185750","3438","10082"
"10212500","18730","14182"
"10224750","10480","27328"
"10224750","1481","2613"
"10224750","15089","5221"
"10224750","20180","27977"
"10224750","20831","18743"
"10224750","21110","7680"
"10224750","21336","10325"
"10224750","22280","12610"
"10224750","25960","23342"
"10224750","2613","4761"
"10224750","26523","10014"
"10224750","29197","10353"
"10224750","3382","15617"
"10224750","4571","19416"
"10224750","4761","2613"
"10224750","7354","24616"
"10224750","9549","13226"
"10229250","11176","12394"
"10229250","11670","18491"
"10229250","11888","15686"
"10229250","15258","3536"
"10229250","18072","14393"
"10229250","18805","17214"
"10229250","18967","24306"
"10229250","19416","12068"
"10229250","20207","20484"
"10229250","21593","20800"
"10229250","21975","11888"
"10229250","2198","1041"
"10229250","22359","22043"
"10229250","23214","11781"
"10229250","23475","1390"
"10229250","24306","18967"
"10229250","28463","11951"
"10229250","28641","13067"
"10229250","28653","1000"
"10229250","2963","18388"
"10229250","4571","19416"
"10229250","7070","10193"
"10229250","8278","13494"
"10229250","8689","4949"
"10229250","9030","9829"
"10234000","10014","26523"
"10234000","10176","18678"
"10234000","10584","3051"
"10234000","11329","11951"
"10234000","11357","21847"
"10234000","11524","7037"
"10234000","11665","10151"
"10234000","11888","15686"
"10234000","12346","10193"
"10234000","1293","1439"
"10234000","13878","11263"
"10234000","13942","6447"
"10234000","14020","4039"
"10234000","14242","14153"
"10234000","14446","17449"
"10234000","15584","7061"
"10234000","15734","13430"
"10234000","15811","11328"
"10234000","1666","10635"
"10234000","16668","19102"
"10234000","16722","11734"
"10234000","16846","12795"
"10234000","1731","10082"
"10234000","17449","28616"
"10234000","18024","3438"
"10234000","18167","14567"
"10234000","18712","26737"
"10234000","18805","17214"
"10234000","19416","12068"
"10234000","20979","10635"
"10234000","21092","1962"
"10234000","21565","11263"
"10234000","21657","25169"
"10234000","22749","14319"
"10234000","23214","11781"
"10234000","23928","21336"
"10234000","24306","18967"
"10234000","24409","8692"
"10234000","24869","15192"
"10234000","25214","16420"
"10234000","25840","16564"
"10234000","26005","10258"
"10234000","26298","27149"
"10234000","2655","16768"
"10234000","26619","10258"
"10234000","26789","11328"
"10234000","27487","15414"
"10234000","27567","13067"
"10234000","27791","28463"
"10234000","28401","22204"
"10234000","28463","11951"
"10234000","28975","24409"
"10234000","29385","23549"
"10234000","3032","12243"
"10234000","3536","15258"
"10234000","3626","18967"
"10234000","3719","24409"
"10234000","3740","10635"
"10234000","4039","11524"
"10234000","4953","21160"
"10234000","5254","12795"
"10234000","5848","10151"
"10234000","7323","11263"
"10234000","7465","16169"
"10234000","7762","10741"
"10234000","7856","11328"
"10234000","849","9209"
"10234000","8637","10895"
"10234000","8692","24409"
"10234000","9111","17959"
"10234000","9340","3423"
"10234000","9563","5429"
"1025250","14119","13757"
"1025250","16672","29334"
"1025250","23157","19252"
"1025250","2669","15217"
"1025250","29203","22359"
"10261750","10872","11060"
"10261750","11679","3913"
"10261750","11849","1000"
"10261750","1222","11793"
"10261750","12220","11448"
"10261750","13450","16009"
"10261750","13888","10066"
"10261750","14065","14917"
"10261750","14261","17061"
"10261750","14573","19574"
"10261750","14894","16217"
"10261750","15645","17348"
"10261750","16331","17348"
"10261750","17061","11328"
"10261750","17348","1222"
"10261750","17405","17348"
"10261750","18024","3438"
"10261750","18084","10740"
"10261750","18805","17214"
"10261750","19394","13883"
"10261750","21336","10325"
"10261750","21657","25169"
"10261750","2217","11951"
"10261750","23779","11638"
"10261750","24541","10151"
"10261750","25366","10928"
"10261750","26180","14319"
"10261750","28270","15019"
"10261750","29099","10082"
"10261750","29363","19431"
"10261750","3228","11679"
"10261750","3438","10082"
"10261750","3627","10193"
"10261750","3647","1000"
"10261750","4302","22204"
"10261750","4571","19416"
"10261750","5667","11951"
"10261750","5845","11734"
"10261750","7105","21838"
"10261750","7230","19339"
"10261750","8689","4949"
"10261750","911","10151"
"10264750","14020","4039"
"10264750","14930","10308"
"10264750","29203","22359"
"10297000","10176","18678"
"10297000","18075","10948"
"10297000","18281","16155"
"10297000","24517","16376"
"10297000","27056","18075"
"10297000","28463","11951"
"10297000","28694","13017"
"10297000","4324","10461"
"10297000","599","10690"
"10297000","6988","27191"
"10297000","7737","27407"
"10302500","12162","14567"
"10302500","12754","7680"
"10302500","13020","13247"
"10302500","14065","14917"
"10302500","14567","23235"
"10302500","14580","10171"
"10302500","15534","22556"
"10302500","18167","14567"
"10302500","21110","7680"
"10302500","23235","14567"
"10302500","24503","16116"
"10302500","26087","14567"
"10302500","2626","14567"
"10302500","2669","15217"
"10302500","28164","14567"
"10302500","4691","1917"
"10302500","4953","21160"
"10302500","6630","14567"
"10302500","679","11519"
"10302500","7071","11328"
"10302500","7409","14567"
"10302500","8689","4949"
"10309250","10702","10325"
"10309250","10999","14097"
"10309250","11329","11951"
"10309250","12541","10308"
"10309250","18024","3438"
"10309250","18730","14182"
"10309250","19514","22095"
"10309250","21110","7680"
"10309250","21336","10325"
"10309250","21462","11734"
"10309250","21672","1630"
"10309250","21796","1335"
"10309250","24669","2999"
"10309250","2669","15217"
"10309250","27791","28463"
"10309250","28899","569"
"10309250","29099","10082"
"10309250","29473","16406"
"10309250","2999","12795"
"10309250","5043","1335"
"10309250","7105","21838"
"10309250","8089","11329"
"10309250","9472","6880"
"10312750","12052","5856"
"10312750","1237","10690"
"10312750","12886","20367"
"10312750","15089","5221"
"10312750","16483","5764"
"10312750","16624","23475"
"10312750","18730","14182"
"10312750","18805","17214"
"10312750","20146","15344"
"10312750","20367","12886"
"10312750","22489","13701"
"10312750","25260","11767"
"10312750","28201","12886"
"10312750","28985","12865"
"10312750","29547","11730"
"10312750","4949","11176"
"10312750","7868","9899"
"10312750","9486","10282"
"10312750","9563","5429"
"10322250","13784","12865"
"10322250","16463","8628"
"10322250","1880","28967"
"10322250","23793","527"
"10322250","24409","8692"
"10322250","26394","13067"
"10322250","28967","1880"
"10322250","5185","15602"
"10322250","679","11519"
"10322250","7004","13701"
"10322250","7868","9899"
"10322250","9111","17959"
"10393750","10240","17232"
"10393750","11080","17959"
"10393750","11524","7037"
"10393750","15988","10258"
"10393750","16500","10151"
"10393750","17531","2437"
"10393750","20300","1335"
"10393750","2159","24517"
"10393750","2437","17531"
"10393750","24541","10151"
"10393750","2610","16768"
"10393750","2683","12220"
"10393750","28641","13067"
"10393750","29265","17531"
"10393750","3438","10082"
"10393750","4479","11776"
"10393750","504","1548"
"10393750","7868","9899"
"10401500","11052","17118"
"10401500","11080","17959"
"10401500","11793","3979"
"10401500","1222","11793"
"10401500","13394","7233"
"10401500","13878","11263"
"10401500","14048","9912"
"10401500","1591","11410"
"10401500","16463","8628"
"10401500","17242","13380"
"10401500","17959","1731"
"10401500","18075","10948"
"10401500","18465","22950"
"10401500","18743","20831"
"10401500","19702","22609"
"10401500","2033","5268"
"10401500","20979","10635"
"10401500","21094","14319"
"10401500","21140","20803"
"10401500","21672","1630"
"10401500","22950","18465"
"10401500","23086","7706"
"10401500","23793","527"
"10401500","24541","10151"
"10401500","25733","13883"
"10401500","26121","13450"
"10401500","26959","22621"
"10401500","27791","28463"
"10401500","28675","21337"
"10401500","28710","11687"
"10401500","3313","14393"
"10401500","414","12583"
"10401500","4775","16406"
"10401500","5094","9472"
"10401500","5848","10151"
"10401500","7706","23086"
"10401500","7868","9899"
"10401500","8446","1385"
"10401500","8719","11793"
"10443000","1080","11882"
"10443000","11670","18491"
"10443000","1222","11793"
"10443000","12977","14922"
"10443000","18024","3438"
"10443000","18805","17214"
"10443000","20411","16865"
"10443000","21110","7680"
"10443000","21672","1630"
"10443000","22365","1218"
"10443000","23475","1390"
"10443000","24486","11767"
"10443000","26605","8637"
"10443000","2669","15217"
"10443000","26737","15258"
"10443000","27888","17401"
"10443000","28985","12865"
"10443000","4571","19416"
"10443000","7868","9899"
"10443000","8495","989"
"10443000","8719","11793"
"10443000","934","28399"
"10443000","9620","12052"
"10443000","9829","9030"
"1046250","10678","6621"
"1046250","11670","18491"
"1046250","13450","16009"
"1046250","14360","11052"
"1046250","17214","11328"
"1046250","18075","10948"
"1046250","18572","15345"
"1046250","21110","7680"
"1046250","21657","25169"
"1046250","21796","1335"
"1046250","2257","10740"
"1046250","23793","527"
"1046250","24503","16116"
"1046250","25488","11060"
"1046250","27791","28463"
"1046250","3228","11679"
"1046250","4324","10461"
"1046250","4571","19416"
"1046250","5590","28399"
"1046250","62","25669"
"1046250","6621","10678"
"1046250","679","11519"
"1046250","7611","1119"
"10477000","5912","11328"
"10492250","10404","12865"
"10492250","11029","15935"
"10492250","11061","26464"
"10492250","11176","12394"
"10492250","11431","10970"
"10492250","11670","18491"
"10492250","11687","241"
"10492250","11793","3979"
"10492250","11857","16100"
"10492250","11888","15686"
"10492250","11951","2217"
"10492250","11963","10393"
"10492250","12271","20555"
"10492250","12285","10171"
"10492250","12586","845"
"10492250","12674","16768"
"10492250","12717","10082"
"10492250","12977","14922"
"10492250","13067","16609"
"10492250","13701","1739"
"10492250","13776","9914"
"10492250","14020","4039"
"10492250","14581","11060"
"10492250","14956","20386"
"10492250","15661","15192"
"10492250","16944","13701"
"10492250","17181","28286"
"10492250","17446","17405"
"10492250","18026","26883"
"10492250","18217","10461"
"10492250","18730","14182"
"10492250","18736","9846"
"10492250","18805","17214"
"10492250","19394","13883"
"10492250","19702","22609"
"10492250","19973","10740"
"10492250","19974","19328"
"10492250","20154","24459"
"10492250","20411","16865"
"10492250","20484","20207"
"10492250","20555","8226"
"10492250","21140","20803"
"10492250","21336","10325"
"10492250","21337","28675"
"10492250","21372","16376"
"10492250","215","12162"
"10492250","21565","11263"
"10492250","21865","10171"
"10492250","22280","12610"
"10492250","22393","14930"
"10492250","22843","15249"
"10492250","23202","11734"
"10492250","23549","10258"
"10492250","23662","10393"
"10492250","23793","527"
"10492250","24196","12899"
"10492250","2452","15258"
"10492250","24601","6597"
"10492250","24984","11061"
"10492250","251","11060"
"10492250","25193","12758"
"10492250","25260","11767"
"10492250","25372","14248"
"10492250","25488","11060"
"10492250","25917","10948"
"10492250","25960","23342"
"10492250","26114","12865"
"10492250","26464","11061"
"10492250","2655","16768"
"10492250","27149","26298"
"10492250","27319","25669"
"10492250","2739","27638"
"10492250","27514","8261"
"10492250","27615","10741"
"10492250","28662","27407"
"10492250","28675","21337"
"10492250","28967","1880"
"10492250","29099","10082"
"10492250","29265","17531"
"10492250","3135","15019"
"10492250","3176","22405"
"10492250","3181","12865"
"10492250","3228","11679"
"10492250","3390","10393"
"10492250","3528","12431"
"10492250","3534","6927"
"10492250","3665","12647"
"10492250","3740","10635"
"10492250","4125","19574"
"10492250","4220","10584"
"10492250","4479","11776"
"10492250","4571","19416"
"10492250","4949","11176"
"10492250","4958","27625"
"10492250","530","3913"
"10492250","5336","14482"
"10492250","5429","13067"
"10492250","599","10690"
"10492250","6096","11482"
"10492250","6148","10393"
"10492250","6246","1385"
"10492250","6597","24601"
"10492250","6672","11060"
"10492250","679","11519"
"10492250","6927","3534"
"10492250","6947","2764"
"10492250","7611","1119"
"10492250","7747","13084"
"10492250","7856","11328"
"10492250","7868","9899"
"10492250","8173","11793"
"10492250","8278","13494"
"10492250","8637","10895"
"10492250","8689","4949"
"10492250","8719","11793"
"10492250","8943","20154"
"10492250","8996","11061"
"10492250","9030","9829"
"10492250","911","10151"
"10492250","9563","5429"
"10492250","9657","1390"
"10492250","9709","23622"
"10492250","9842","16854"
"10513000","5429","13067"
"10521000","10480","27328"
"10521000","12431","17642"
"10521000","14020","4039"
"10521000","14065","14917"
"10521000","14415","12795"
"10521000","15138","11101"
"10521000","15874","10461"
"10521000","16609","13067"
"10521000","16754","16463"
"10521000","17835","20823"
"10521000","18697","25381"
"10521000","18805","17214"
"10521000","18843","16406"
"10521000","18946","11080"
"10521000","19105","21315"
"10521000","19328","4270"
"10521000","21315","19105"
"10521000","21565","11263"
"10521000","22843","15249"
"10521000","23475","1390"
"10521000","24196","12899"
"10521000","25289","1788"
"10521000","25415","1041"
"10521000","25651","19421"
"10521000","26416","6840"
"10521000","26716","18183"
"10521000","3228","11679"
"10521000","5429","13067"
"10521000","6656","26771"
"10521000","6856","19105"
"10521000","7868","9899"
"10521000","8307","12647"
"10521000","8689","4949"
"10521000","9045","19105"
"10521000","9472","6880"
"10521000","9829","9030"
"10533750","10872","11060"
"10533750","11864","13757"
"10533750","13067","16609"
"10533750","13450","16009"
"10533750","14261","17061"
"10533750","14482","5336"
"10533750","17181","28286"
"10533750","18233","20747"
"10533750","20386","10258"
"10533750","22113","22577"
"10533750","22359","22043"
"10533750","22621","26959"
"10533750","23407","13757"
"10533750","26288","10151"
"10533750","2655","16768"
"10533750","26972","10258"
"10533750","27346","16217"
"10533750","28453","1119"
"10533750","29099","10082"
"10533750","3032","12243"
"10533750","360","11793"
"10533750","3719","24409"
"10533750","5086","11781"
"10533750","5848","10151"
"10533750","679","11519"
"10533750","6880","9472"
"10533750","7611","1119"
"10539250","10176","18678"
"10539250","14020","4039"
"10539250","25372","14248"
"10539250","2812","10176"
"10539250","4220","10584"
"10546500","21838","24172"
"10566000","11204","3854"
"10566000","18024","3438"
"10566000","3854","11204"
"10566000","7868","9899"
"10566000","8637","10895"
"10566000","9486","10282"
"10578000","11679","3913"
"10578000","12736","13067"
"10578000","16939","15032"
"10578000","17512","10461"
"10578000","18024","3438"
"10578000","18227","12736"
"10578000","23779","11638"
"10578000","29213","16169"
"10588000","10694","19523"
"10588000","11196","13942"
"10588000","14020","4039"
"10588000","15138","11101"
"10588000","17835","20823"
"10588000","1831","11448"
"10588000","20823","17835"
"10588000","21565","11263"
"10588000","24196","12899"
"10588000","28059","18026"
"10588000","749","19514"
"10588000","849","9209"
"10588000","9209","849"
"10592000","10014","26523"
"10592000","10193","10532"
"10592000","11080","17959"
"10592000","11176","12394"
"10592000","11196","13942"
"10592000","11670","18491"
"10592000","11679","3913"
"10592000","11767","12168"
"10592000","11793","3979"
"10592000","12110","11060"
"10592000","12173","18628"
"10592000","12220","11448"
"10592000","12394","12737"
"10592000","12977","14922"
"10592000","13020","13247"
"10592000","13247","25349"
"10592000","1335","17400"
"10592000","14020","4039"
"10592000","14153","10635"
"10592000","14261","17061"
"10592000","143","5324"
"10592000","14580","10171"
"10592000","15661","15192"
"10592000","15799","12865"
"10592000","15934","12899"
"10592000","16564","25840"
"10592000","16944","13701"
"10592000","17013","27406"
"10592000","17606","4003"
"10592000","18075","10948"
"10592000","18167","14567"
"10592000","18353","1000"
"10592000","18612","15784"
"10592000","18730","14182"
"10592000","18741","3647"
"10592000","18805","17214"
"10592000","19217","1548"
"10592000","19416","12068"
"10592000","19514","22095"
"10592000","19973","10740"
"10592000","2033","5268"
"10592000","20747","18233"
"10592000","21067","11638"
"10592000","21372","16376"
"10592000","215","12162"
"10592000","21657","25169"
"10592000","21936","15859"
"10592000","22393","14930"
"10592000","2257","10740"
"10592000","22583","18026"
"10592000","23143","1080"
"10592000","24944","10258"
"10592000","25260","11767"
"10592000","25372","14248"
"10592000","25488","11060"
"10592000","2655","16768"
"10592000","26576","11482"
"10592000","26605","8637"
"10592000","26614","11330"
"10592000","2669","15217"
"10592000","26716","18183"
"10592000","26737","15258"
"10592000","27155","10393"
"10592000","27319","25669"
"10592000","27401","18388"
"10592000","28059","18026"
"10592000","28184","5131"
"10592000","28410","1771"
"10592000","28687","6152"
"10592000","29099","10082"
"10592000","29265","17531"
"10592000","2963","18388"
"10592000","2999","12795"
"10592000","3228","11679"
"10592000","3719","24409"
"10592000","4221","1041"
"10592000","4949","11176"
"10592000","5306","16217"
"10592000","5598","10741"
"10592000","5845","11734"
"10592000","6148","10393"
"10592000","679","11519"
"10592000","6951","15859"
"10592000","7096","13776"
"10592000","7868","9899"
"10592000","8628","16463"
"10592000","949","11776"
"10592000","9549","13226"
"10592000","9620","12052"
"10592750","10404","12865"
"10592750","10872","11060"
"10592750","11679","3913"
"10592750","13592","11410"
"10592750","14048","9912"
"10592750","15089","5221"
"10592750","15934","12899"
"10592750","18024","3438"
"10592750","18572","15345"
"10592750","18697","25381"
"10592750","1917","15089"
"10592750","19416","12068"
"10592750","19421","22313"
"10592750","19514","22095"
"10592750","21140","20803"
"10592750","22393","14930"
"10592750","24616","6051"
"10592750","24704","14603"
"10592750","251","11060"
"10592750","25488","11060"
"10592750","25670","11638"
"10592750","27149","26298"
"10592750","2826","1080"
"10592750","28418","11638"
"10592750","28675","21337"
"10592750","3228","11679"
"10592750","3719","24409"
"10592750","3804","13776"
"10592750","4452","17748"
"10592750","646","18466"
"10592750","8689","4949"
"10592750","911","10151"
"10598500","10404","12865"
"10598500","11328","12209"
"10598500","12220","11448"
"10598500","12394","12737"
"10598500","16463","8628"
"10598500","21110","7680"
"10598500","21838","24172"
"10598500","26722","11052"
"10598500","29547","11730"
"10598500","7613","12865"
"10609250","10353","29197"
"10609250","12285","10171"
"10609250","14261","17061"
"10609250","15661","15192"
"10609250","16463","8628"
"10609250","16944","13701"
"10609250","17214","11328"
"10609250","18180","26614"
"10609250","19166","11638"
"10609250","19702","22609"
"10609250","20800","21593"
"10609250","20979","10635"
"10609250","21919","12795"
"10609250","23214","11781"
"10609250","28694","13017"
"10609250","2963","18388"
"10609250","3458","10584"
"10609250","4411","26523"
"10609250","5598","10741"
"10609250","599","10690"
"10609250","6331","23013"
"10609250","7409","14567"
"10609250","8693","10240"
"10619000","12647","16836"
"10619000","20661","11670"
"10619000","22547","11060"
"10619000","23793","527"
"10619000","25260","11767"
"10619000","2683","12220"
"10619000","28985","12865"
"10619000","2945","10258"
"10619000","3390","10393"
"10619000","4949","11176"
"10619000","7611","1119"
"10619000","7963","10082"
"10628500","10258","17094"
"10628500","10680","16463"
"10628500","11263","27198"
"10628500","11524","7037"
"10628500","11776","3047"
"10628500","12285","10171"
"10628500","14182","11793"
"10628500","14294","10258"
"10628500","143","5324"
"10628500","14482","5336"
"10628500","14486","10258"
"10628500","15617","27096"
"10628500","15784","18612"
"10628500","15988","10258"
"10628500","16463","8628"
"10628500","16500","10151"
"10628500","17094","10258"
"10628500","17640","13226"
"10628500","1831","11448"
"10628500","18612","15784"
"10628500","18736","9846"
"10628500","19394","13883"
"10628500","19632","10258"
"10628500","20048","17921"
"10628500","20386","10258"
"10628500","20751","10258"
"10628500","21110","7680"
"10628500","21336","10325"
"10628500","21930","10258"
"10628500","22313","7037"
"10628500","23549","10258"
"10628500","23779","11638"
"10628500","23928","21336"
"10628500","2476","10258"
"10628500","24944","10258"
"10628500","25372","14248"
"10628500","26005","10258"
"10628500","2655","16768"
"10628500","26619","10258"
"10628500","26972","10258"
"10628500","27035","10258"
"10628500","27117","10258"
"10628500","27791","28463"
"10628500","28535","10258"
"10628500","28641","13067"
"10628500","2945","10258"
"10628500","3176","22405"
"10628500","3185","10258"
"10628500","398","10258"
"10628500","4039","11524"
"10628500","4059","1773"
"10628500","4411","26523"
"10628500","4683","6672"
"10628500","4807","15784"
"10628500","5268","2033"
"10628500","5652","10258"
"10628500","5661","1000"
"10628500","6352","15345"
"10628500","6820","10258"
"10628500","6868","10258"
"10628500","6927","3534"
"10628500","7037","11524"
"10628500","7045","10258"
"10628500","7059","7037"
"10628500","7071","11328"
"10628500","7096","13776"
"10628500","7856","11328"
"10628500","7943","10258"
"10628500","8483","10258"
"10628500","8842","11328"
"10628500","9340","3423"
"10628500","9392","10258"
"10628500","9563","5429"
"10628500","9846","10258"
"1063000","14048","9912"
"1063000","16463","8628"
"1063000","19686","6571"
"1063000","2685","19574"
"1063000","5598","10741"
"1063000","5856","12052"
"1063000","7208","16169"
"10642000","11176","12394"
"10642000","12541","10308"
"10642000","13240","14161"
"10642000","14922","20608"
"10642000","15138","11101"
"10642000","15315","12541"
"10642000","15617","27096"
"10642000","17400","1335"
"10642000","18024","3438"
"10642000","18743","20831"
"10642000","19514","22095"
"10642000","20180","27977"
"10642000","20279","12680"
"10642000","20579","17748"
"10642000","20800","21593"
"10642000","215","12162"
"10642000","21796","1335"
"10642000","2257","10740"
"10642000","2367","10690"
"10642000","23793","527"
"10642000","24869","15192"
"10642000","25733","13883"
"10642000","26114","12865"
"10642000","2669","15217"
"10642000","27390","16169"
"10642000","3032","12243"
"10642000","3228","11679"
"10642000","4578","17331"
"10642000","4949","11176"
"10642000","5310","17748"
"10642000","5429","13067"
"10642000","5661","1000"
"10642000","6148","10393"
"10642000","6542","12656"
"10642000","7323","11263"
"10642000","7868","9899"
"10642000","8637","10895"
"10642000","911","10151"
"10653250","11631","10461"
"10653250","11679","3913"
"10653250","13390","17181"
"10653250","14119","13757"
"10653250","143","5324"
"10653250","14360","11052"
"10653250","14580","10171"
"10653250","17013","27406"
"10653250","1788","24415"
"10653250","18024","3438"
"10653250","18891","4320"
"10653250","1917","15089"
"10653250","20386","10258"
"10653250","22749","14319"
"10653250","23549","10258"
"10653250","23656","19574"
"10653250","23793","527"
"10653250","2452","15258"
"10653250","24869","15192"
"10653250","26737","15258"
"10653250","27191","5876"
"10653250","29099","10082"
"10653250","29203","22359"
"10653250","3536","15258"
"10653250","4320","18891"
"10653250","4709","11052"
"10653250","7868","9899"
"10653250","9152","11638"
"10653250","9340","3423"
"10654750","2270","12453"
"10696000","10635","14887"
"10696000","14153","10635"
"10696000","14887","10635"
"10696000","1666","10635"
"10696000","1831","11448"
"10696000","19615","10635"
"10696000","1995","10635"
"10696000","20979","10635"
"10696000","21110","7680"
"10696000","21975","11888"
"10696000","22244","20207"
"10696000","23214","11781"
"10696000","23284","11951"
"10696000","24440","10635"
"10696000","25372","14248"
"10696000","25420","10635"
"10696000","26332","1548"
"10696000","2655","16768"
"10696000","27888","17401"
"10696000","28124","11304"
"10696000","3740","10635"
"10696000","504","1548"
"10696000","5845","11734"
"10696000","7071","11328"
"10696000","7706","23086"
"10713250","1031","11793"
"10713250","10678","6621"
"10713250","13998","5067"
"10713250","143","5324"
"10713250","14446","17449"
"10713250","15258","3536"
"10713250","15584","7061"
"10713250","16463","8628"
"10713250","16500","10151"
"10713250","17087","17060"
"10713250","1831","11448"
"10713250","19890","18905"
"10713250","20154","24459"
"10713250","20751","10258"
"10713250","22204","28401"
"10713250","22633","617"
"10713250","22749","14319"
"10713250","24869","15192"
"10713250","25193","12758"
"10713250","25635","20548"
"10713250","2655","16768"
"10713250","26619","10258"
"10713250","27501","11263"
"10713250","28418","11638"
"10713250","4578","17331"
"10713250","530","3913"
"10713250","5598","10741"
"10713250","617","22633"
"10713250","6951","15859"
"10713250","7037","11524"
"10713250","7061","155"
"10713250","7706","23086"
"10713250","9340","3423"
"10713250","9842","16854"
"10715500","21110","7680"
"1074500","13672","12491"
"1074500","14182","11793"
"1074500","14261","17061"
"1074500","15584","7061"
"1074500","2128","11328"
"1074500","24178","9193"
"1074500","27446","1950"
"1074500","4571","19416"
"1074500","679","11519"
"1074500","7868","9899"
"1074500","9567","11448"
"1074750","10151","11665"
"1074750","10171","11904"
"1074750","11080","17959"
"1074750","11196","13942"
"1074750","11304","24088"
"1074750","11328","12209"
"1074750","11679","3913"
"1074750","11687","241"
"1074750","11767","12168"
"1074750","11904","10171"
"1074750","12285","10171"
"1074750","13307","8375"
"1074750","14580","10171"
"1074750","15138","11101"
"1074750","16406","18843"
"1074750","17958","22099"
"1074750","18730","14182"
"1074750","18805","17214"
"1074750","18835","11767"
"1074750","19514","22095"
"1074750","19973","10740"
"1074750","21672","1630"
"1074750","21865","10171"
"1074750","23669","10308"
"1074750","241","11687"
"1074750","24486","11767"
"1074750","24601","6597"
"1074750","27092","1218"
"1074750","28710","11687"
"1074750","29547","11730"
"1074750","3228","11679"
"1074750","3536","15258"
"1074750","3699","10171"
"1074750","4571","19416"
"1074750","4949","11176"
"1074750","527","10171"
"1074750","6051","24616"
"1074750","6096","11482"
"1074750","6148","10393"
"1074750","647","10171"
"1074750","6672","11060"
"1074750","679","11519"
"1074750","7105","21838"
"1074750","7868","9899"
"1074750","7943","10258"
"1074750","8943","20154"
"1074750","9620","12052"
"10756500","12977","14922"
"10756500","15269","23198"
"10756500","17640","13226"
"10756500","17706","10393"
"10756500","18353","1000"
"10756500","20146","15344"
"10756500","21336","10325"
"10756500","26737","15258"
"10756500","26771","6656"
"10756500","26972","10258"
"10756500","4452","17748"
"10756500","6656","26771"
"10756500","7522","19179"
